"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","1966","1966","PC","Percentage","0","Units",,,5.146693,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","1967","1967","PC","Percentage","0","Units",,,-0.3546938,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","1968","1968","PC","Percentage","0","Units",,,3.227337,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","1969","1969","PC","Percentage","0","Units",,,4.896552,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","1970","1970","PC","Percentage","0","Units",,,4.996713,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","1971","1971","PC","Percentage","0","Units",,,2.421206,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","1972","1972","PC","Percentage","0","Units",,,4.442633,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","1973","1973","PC","Percentage","0","Units",,,16.29268,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","1974","1974","PC","Percentage","0","Units",,,14.84899,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","1975","1975","PC","Percentage","0","Units",,,8.2542,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","1976","1976","PC","Percentage","0","Units",,,2.118758,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","1977","1977","PC","Percentage","0","Units",,,5.933659,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","1978","1978","PC","Percentage","0","Units",,,10.52894,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","1979","1979","PC","Percentage","0","Units",,,10.81264,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","1980","1980","PC","Percentage","0","Units",,,7.995518,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","1981","1981","PC","Percentage","0","Units",,,7.309252,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","1982","1982","PC","Percentage","0","Units",,,3.445245,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","1983","1983","PC","Percentage","0","Units",,,1.062022,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","1984","1984","PC","Percentage","0","Units",,,3.699033,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","1985","1985","PC","Percentage","0","Units",,,1.434941,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","1986","1986","PC","Percentage","0","Units",,,2.861253,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","1987","1987","PC","Percentage","0","Units",,,4.320124,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","1988","1988","PC","Percentage","0","Units",,,4.171011,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","1989","1989","PC","Percentage","0","Units",,,6.570857,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","1990","1990","PC","Percentage","0","Units",,,6.528011,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","1991","1991","PC","Percentage","0","Units",,,2.664063,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","1992","1992","PC","Percentage","0","Units",,,0.723882,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","1993","1993","PC","Percentage","0","Units",,,2.363116,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","1994","1994","PC","Percentage","0","Units",,,2.873803,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","1995","1995","PC","Percentage","0","Units",,,3.238866,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","1996","1996","PC","Percentage","0","Units",,,3.731092,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","1997","1997","PC","Percentage","0","Units",,,2.489739,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","1998","1998","PC","Percentage","0","Units",,,1.891764,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","1999","1999","PC","Percentage","0","Units",,,1.908358,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","2000","2000","PC","Percentage","0","Units",,,2.238011,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","2001","2001","PC","Percentage","0","Units",,,3.266157,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","2002","2002","PC","Percentage","0","Units",,,1.297827,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","2003","2003","PC","Percentage","0","Units",,,2.149568,,
"USA","United States","CP010000","CPI: 01 - Food and non-Alcoholic beverages","GP","Percentage change from previous period","A","Annual","2004","2004","PC","Percentage","0","Units",,,3.785943,,
